"thread_titles","thread_links","poster_ids","time","posts","category"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","adamcanuck","2008-11-12T13:58:08-05:00","I've had a job for the same company for 10 yrs.  It is with heavy equipment overhead and involves a fair amount of driving.  I've had 2 grande mal seizures and no license til mar 09, and though my company does have work that I do often that doesn't involve driving, I get the feeling I'm being overlooked.  Not sure how many people on here are guys who have a family to support, but even just testing the waters with resume, nobody seems to want a person w/seizure activity.  My company hasn't fired me, but I get the feeling they wish I would forget I ever worked there.  I guess this is just more of a rant, but I've been told that I have to disclose epilepsy no matter where I work, especially in my line of work.  Any groups or ideas in this aspect?","question"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","pkap1987","2009-02-21T00:15:26-05:00","i have never had issues like that. my seizures are usually in the middle of the night. I wake up and bam, im seizing, But when i have one i cant work the next day as i am too sick, exhausted, and have an extreme migraine","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","KixNgo","2009-02-10T00:40:47-05:00","Proving myself, and all is easy if anyone in this itty bitty town would actually hire me, (most of which know already due to one of their family members being on emergancy team in town here.   Of the 6-7 places to work, 4 of them only require 1 employee at a time, I would be to big of a liability.. I understand this.. Don't make it any easier..And at this point, I have not driven a car since mid Dec.. don't know when I'll be able to again either.. and ppl at gov place, said my hubby makes $102 a YEAR to much to qualify for assistance, they never take into account, the cost of drs, meds blah blah.. sux @$$..","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","kay221","2009-02-10T00:16:21-05:00","I did the same thing as irvkay. I told people I work with so that they can understand what epilepsy is and how to handle seizures. I'm a college student and I work in Best Buy. Regardless of where I work I'm luck that my employees are very accepting, understanding, and supportive. People of all ages, high school to 60 yr olds, work there. I was surprised at how many people didn't know what epilepsy is. We look out for each other. There is a woman who is diabetic and we all know the symptoms incase something happens, because it has before. We're always there for her and buy her a drink or snack if it'll help her. Informing them will help ease their concerns. Be responsibly to manage your seizures best you can. If you feel your being overlooked, try turning that into determination. Prove your strengths and that your are an excellent employee regardless of your health. Hopefully things will turn around for you.","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","KixNgo","2009-01-30T11:32:31-05:00","Problem with that is, it's extremely difficult to 'prove'..","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","Catharine78","2009-01-26T22:32:41-05:00","I sure wouldnt mind if I was being discriminated against because of my seizure history. I'd love to slap a company with a law suit.. $$$$","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","Sisteranita3","2009-01-21T15:25:57-05:00","I retired on disability in 2003 and have only worked for the Federal Government so I don't have knowledge of Private Industry employment.  I know that a company cannot discriminate because of your epilepsy, but they can hide their reason for not letting you work by naming it something else.I worked for the IRS, the U.S. Marshalls and the U.S. Postal Service, 25 years with the government.  Had no problems with the first 2 but the Post Office drove me a little crazy.  I agree with Okano in that most employers can be scared off by our ailment.  If you are a Federal Employee though, they cannot fire you just because you are ill.Good Luck - my prayers are with you.Anita","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","Okanogangirl","2009-01-20T23:49:34-05:00","I have a daughter who has lost more than a few positions because of her epilepsy. Seems that stress increases seizure activity, also fatigue can bring them on. Employers can be ""scared off by epilepsy.Susan","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","irvkay","2009-01-18T19:08:50-05:00","Hi,I thought I'd respond by writing, since ""I worked for 31 1/2 years with Honeywell in their Punch Press Blanking and Forming Departments.""  I made it a point to establish a dialogue with my supervisor, union, and company medical departments on site nurse.I was honest and told them about what would happen if I had a seizure and if I did, ""what not to do.""  It worked out quite well, even though I often had to work a little harder to prove my capabilities amidst their speculative thought of ""me getting hurt.""I worked on 75 and 250 ton forming presses, 50-75 ton job shop blanking presses, 150 ton blanking line with two 250 ton presses, lytells, and multi-slides-which ran by setting the dies sideways or vertical.One of the reasons I can relate to this is that I was a charter member of Honeywell's Council of Employee's with Disabilities and served two terms as president. More importantly, ""I became Honeywell's Corporate Representative to The Employer Committee of The President's Committee on Employment of People with Disabilities for 3 1/2 years.""We traveled and communicated throughout America with businesses of all sizes on how to hire, maintain, treat, and understand factors of reasonable accommodation in relation to The Americans with Disabilities Act.Almost all employers are going to be concerned about ones safety, but ""if you have the job qualifications and are strong enough to begin a dialogue, most always you'll be given a chance to pursue that goal; as employment is a two way street between employer and employee.""If I can help you further, please ask.Kay Kramer","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","KixNgo","2009-01-18T18:36:18-05:00","I am a mom of two teens, with a husband who works hard, i have had jobs, but when my sz came back and i had to quit my job b/c of other reasons.. i now.. cannot find employment.. If i have to disclose to them verbally if asked health questions, or write it down on the app if asked, any prospective employers suddenly remember the position is filled..I live in the ""styx"" so not to many available jobs, except gas station, or convienience store, to which i cannot work b/c i cannot work alone.. to add to the situation, my husband makes seriously 102/year to much for me to qualify for gov. help..with increasing med costs, and living costs, we get farther and farther behind..","answer"
"Anybody have employment problems w/epilepsy","https://www.medhelp.org/posts/Epilepsy/Anybody-have-employment-problems-w-epilepsy/show/683958","Satori1952","2008-11-13T13:39:17-05:00","Try going to the Epilepsy Foundation site and check out this address: http://www.epilepsyfoundation.org/living/wellness/employment/livingjobs.cfm I hope this will help. This is for the US so not sure how much it will help you if you are Canadian. I am sure Canada has its own Epilepsy Foundation.Good luck.","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","georgebailey","2009-02-10T11:04:16-05:00","I was diagnosed with severe narcolepsy last year and this year with temperol  lobe seizures. I am on provigil 400 mgs a day and Ritalin as needed. I am trying to take lamictal just 25 to start increase to 200, but having some problems, may switch me to Keppra I have digestive upsets after some seizures, but recently I blanked out and when I came to,  I had written odd things all over the papers I was grading. I then, no way to make this sound pretty, had a bowel movement in my pants.  My neurologists does not think the vomiting and diarrhea are related to seizures, but my regular doctor does. I had febrile seizures as a child and then many episodes of dizziness, head tilt, walking difficulty, and violent vomiting through the years. They finally did an eeg after a bad episode that was followed by explosive diarrhea. and it was positive for left temporal seizures.  I'm just a mess and I have three doctors now and they don't want to step on each others toes. I just don't know what brain activity it is?","question"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","MommyLisa96","2009-02-20T21:53:54-05:00","Thanks for your kind words.  We'll keep our fingers crossed for Skylar.  You take care yourself!MommyLisa96","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","georgebailey","2009-02-20T09:06:39-05:00","I don't think it is that common to have both although my sleep doctor does have other patients with both. The meds for the narcolepsey have been great and help with ADHD. I have been driving but limited and my sleep doctor thinks I should not anymore with the seizures and cataplexy. I work running a computer lab at a school. I ran a marathon two years ago.  I travel when I can. I told my employers just in case, but has not been a problem. I read a lot, love movies try to eat right.  My neurologist just told me to take care of myself mind, body, soul. at my age it is much easier to adapt. Your son is fortunate to have you in his corner. It is annoying, but it is just part of who you are and tell your son ultimately so much more interesting.Take Care","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","MommyLisa96","2009-02-19T22:00:44-05:00","thanks for your insight.  Do you know if it is fairly common to have both conditions of epilepsy and narcolepsy  for an individual? It seems to go hand in hand on these postings.  We have changed is meds several times since August and his levels are showing to be fine, at this point.   The 24 EEG should be a good test to help clarify his condition.  I would also like to get a sleep study done, as you mentioned.  I hope we can get this under control before the nice weather gets here.  We both work and I worry about his safety.Are you able to drive and do normal activities?","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","georgebailey","2009-02-19T07:52:22-05:00","It sounds as if he has narcolepsy with cataplexy but could also be his reaction to the meds.. He will need a sleep study.  The multi latency one is very good for that.  It is a day and night one. I am seeing my sleep dr. today the first time since I've been diagnosed with the seizures also.  I would discuss with your Dr. about his activities because exercise helps both physically and psychologically. He can do many things as long as he is not alone and with those activities a helmet.  His biggest issue will be a little later when the driving subject comes up.  He should have an id card with his meds and condition and also a bracelet or some other sort of identifier. Seizure meds react poorly with other drugs so you want him to be safe in case of an accident. Take Care I know it is rough as a mom and  the flip side  a neurological mess.","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","Dr    Santos","2009-02-19T02:03:35-05:00","Hi, Narcolepsy is a chronic sleep disorder characterized by daytime drowsiness, abrupt onset of sleep, are very tired during the day, have difficulties concentrating, or may have mood swings or behavioral issues. Aside from diagnosing seizures,  an electroencephalogram (EEG) may also help study sleep disorders such as narcolepsy. Other tests for narcolepsy include: actigraphy, polysomnogram, and multiple sleep latency test. Yo can read more about this through this link: http://www.mayoclinic.org/narcolepsy/diagnosis.htmlTake care and keep us posted.","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","MommyLisa96","2009-02-18T19:48:39-05:00","OMG...  my son, who is 12 has been having seizures since August.  The initial EEG showed to definately be Epilepsy.  Now...ever since we can't seem to get him regulated with meds.  He takes both Kepra and Deprakote.  He has been having these ""nod-offs"" or episodes where he will loose his balance and falls back suddenly.  Not to the floor typically, but has before.  He has complained about his sleeping, but we did not take too seriously - assumming it was meds and adjusted as needed with Doc's approval.    So, if he now has narcolepsy on top of epilepsy - how is he to cope with this?  How can he be normal?  We already keep him from riding bikes, skateboarding and soon swimming, because of his condition.  To top all this off, he is also ADHD!!  He cannot take his ADHD med because it will interfere with the epilepsy medicine.    The Neurologist is doing another 24 EEG on Monday to see what is going on.  Will this show Narcolepsy as well?  Any help or advise or a friendly shoulder would be great.  I am really a mess with all this.  His school year has really tanked due to all of this.MommyLisa","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","georgebailey","2009-02-18T08:42:21-05:00","What meds do you take? I'm trying Keppra now for the seizures so far ok.  My special talent is sleeping and the eeg showed when I was sleep deprived. I've tried taking less of the provigil, but then I am barely coherent and not functional.  It is interesting, but I think they are all linked.","answer"
"How do you know if it is a seizure or narcolepsy I have both?","https://www.medhelp.org/posts/Epilepsy/How-do-you-know-if-it-is-a-seizure-or-narcolepsy-I-have-both/show/758027","narcolepticgirl","2009-02-17T21:26:19-05:00","I have been diagnosed with seizures and Narcolepsy too.  I am like you though I am really unsure if I have either.  First though the Lamicatal will give you sever diarrhea, or at least it did it too me.  It also made me depressed.  I also have a severe case of periodic limb movement disorder.  When I have a naroleptic attack as soon as I get to the point  of falling asleep I will have a huge full body spasm.  If I am lying on my back I will rise up, raise my legs and push as if I were giving birth.  If I was on Lamictal I would have eplosive diarrhea then too..  When I was originally diagnosed with seizures it came from the left temporal lobe too.  It only showed up on EEG's when i was sleep deprived, because I fell asleep during them.  I hope it helps knowing you are not the only one.","answer"
"nose bleeds and seizures","https://www.medhelp.org/posts/Epilepsy/nose-bleeds-and-seizures/show/764808","brainpain","2009-02-18T07:26:22-05:00","i ahve a 13yr old son. im worried about his nose bleeds. when i was around his age i had a very bad nose bleed and my first seizure. i have had 2 bad nose bleeds and both ended with seizures. now my son is starting to have nose bleeds alot. im worried he will have seizures to. i have granmal seizures , i have them without nose bleeds. the nose bleed is just how my first seizure started. i have two other kids and there nose dosent bleed . does my sons nose bleeding mean he will have seizures to? im worried about my son. could nose bleeding be a sign of epilepsy?","question"
"nose bleeds and seizures","https://www.medhelp.org/posts/Epilepsy/nose-bleeds-and-seizures/show/764808","brainpain","2009-02-19T06:38:46-05:00","i will continue with the meds. i will have him tested for allergies to. the er doctor suggested he could have some type of allergie. i am very relieved that the nose bleeds dosent mean seizures.thanks for your help,brainpain.","answer"
"nose bleeds and seizures","https://www.medhelp.org/posts/Epilepsy/nose-bleeds-and-seizures/show/764808","Dr    Santos","2009-02-19T01:50:42-05:00","Hi,That is good to hear. The most common causes of nosebleeds are dryness, nose picking, injuries, colds, allergies, infections, and blood clotting disorders. The nose has many blood vessels in it to help warm and humidify the air you breathe. These vessels lie close to the surface, making them easy to injure. This is not necessarily related to seizures as in your previous case. Continue with  the medications prescribed and he'll be better in no time. Take care and regards.","answer"
"nose bleeds and seizures","https://www.medhelp.org/posts/Epilepsy/nose-bleeds-and-seizures/show/764808","brainpain","2009-02-18T20:23:32-05:00","i took my son to the er this morning, his nose kept bleeding and he started running a fever, thank god its nothing serious.he has a sinuis infection and dry nose. i can sleep now","answer"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","meez","2009-02-04T10:39:22-05:00","my siste has been suffering with seizures scince she was 2 yrs old she is now 30, she's on diantin, valporic acid, tegretol  but it doesnt seem to work effectively, is there any other medication, what exactly causes it, is it possible  that surgery can be done??? i worry a lot for her, e live in guyana, plz help","question"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","hava","2009-02-18T02:26:20-05:00","Start doing the Yog pranayam as I have described above and keep a note of anything  you notice. Also take regular breaks when working with computers.Drink warm water.Please do not draw lines in your post, it is not nice.","answer"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","abhimanyukumarvatsa","2009-02-18T01:42:12-05:00","**************************************************************************************************Plz send me some tips for me (read below, my problems) :-****************************************************************************************************************************************************************************************************First Attack (in 1996) : In the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 3-4 minutes) after some time everything was normal.Second Attack (in 2004) : Also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 4-5 minutes) after some time everything was normal.Third Attack (09/02/2009, 5:30 AM) : It was also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 5-6 minutes). In this attack I fell unconscious for 30 minutes. After this atack this attack attempted again after 2 hours when I tried to go some where and again I fell unconscious for 20 minutes. Medicine I am taking :-(1). Eptoin 100mg (Phenytoin Tablets I.P. 100mg)(2). Folvite Tablets (Folic Acid Tablets I.P. 5mg)(3). Cobadex Forte (Vitamin B-12, B-complex with vitamin C Capsules)Now I want to know Is it really Epilepsy or any other deses.  *******************************help me plz*******************************","answer"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","hava","2009-02-09T08:14:41-05:00","Be patient, continue with the medication and do the yog pranayam as well.Keep a record of the seizures, frequency and duration.Once the seizures are down to once a month, then you can think about reducing the medication in consultation with the doctor.Come back to report your progress, once a month or whenever you notice some changes. Do the pranayam with concentration and reap the benefits.How frequent are the seizures at the moment?","answer"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","meez","2009-02-06T08:10:59-05:00","u have given me breathing excerises to do, but what about the medicatins i'm on, should i still contine and  what can cure it, is surgery necessary???","answer"
"epilespy","https://www.medhelp.org/posts/Epilepsy/epilespy/show/752962","hava","2009-02-05T04:31:29-05:00","The Yog Pranayam (breathing exercises) will  help you relax and also help with the epilepsy.Over long term the epilepsy episodes will disappear, but you might get a token one second episode.Build up your timing gradually. If you feel tired or dizzy, stop and resume after 1 minute.Bhastrika - Take a long deep breath into the lungs(chest not tummy) via the nose and then completely breathe out through the nose. Duration upto 5 minutes.Anulom Vilom – Close your right nostril with thumb and deep breath-in through left nostril  then – close left nostril with two fingers and breath-out through right nostril  then -keeping the left nostril closed  deep breath-in through right nostril then - close your right nostril with thumb and breath-out through left nostril.This is one cycle of anulom vilom.Age over 15 years -Repeat this cycle for 20 to 30  minutes twice a day. Age under 15 years -Repeat this cycle for 5 to 10  minutes twice a day. You can do this before breakfast/lunch/dinner or before bedtime or in bed.Remember to take deep long breaths into the lungs.You can do this while sitting on floor or chair or lying in bed.Kapalbhati -(Do it before eating) Push air forcefully out through the nose about once per second. Stomach will itself go in(contract in). The breathing in(through the nose) will happen automatically. Establish a rhythm and hold your head steady. Not for pregnant women. Seriously ill people do it gently. Age over 15 years -do this for 20 to 30  minutes twice a day. Age under 15 years -do this for 5 to 10  minutes twice a day.Bhramri Pranayam -Close eyes. Close ears with thumb, index finger on forehead, and rest three fingers on base of nose touching eyes. Breathe in through nose. And now breathe out through the nose while humming like a bee.Duration : 5 to 12  timesOnce you are better, continue the pranayam once a day.Be patient, as the benefits will show over a period of months.Only by doing you will benefit and feel good because you are helping your body.Those who say I have tried everything....will be amazed at the result of doing pranayam.","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","closmum","2009-02-08T08:58:50-05:00","My 14 year old daughter was diagnosed with epilepsy in 2006 following a brain scan as she started to have seizures straight out of the blue. After a period of sustained bullying at school I removed her and have been home educating her. Recently she has been offered one hours education at a lo9cal resource centre in the hope that eventually she can return to mainstream education. In the days leading up to the day she is supposed to go to the centre she becomes very very anxious and has seizures...... four limbs jerking, foaming and the most recent spate on Monday night she has 6 seizures without regaining conciousness in between and required medical assitance by paramedics. Yesterday I received a letter from her consultant saying that in her opinion my girls sizures are not true seizures but that she is attention seeking and becoming so anxious because she does not want to go to the centre. the Consultant advised that when she has a seizure I make her comfortable and walk into another room !! I have been so upset by this suggestion as I know my girl is not "" bringing this on herself"" as Ive asked her and I believe her. What do I do now ? She is seeing a child psychologist to help with her anxiety but now I dont know what to do. Either my girl has epilepsy or she doesnt. Consultant states that she is to be given no further anti-epileptics. Can anyone help with some advice please ?","question"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","abhimanyukumarvatsa","2009-02-18T01:52:27-05:00","**************************************************************************************************Plz send me some tips for me (read below, my problems) :-****************************************************************************************************************************************************************************************************First Attack (in 1996) : In the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 3-4 minutes) after some time everything was normal.Second Attack (in 2004) : Also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 4-5 minutes) after some time everything was normal.Third Attack (09/02/2009, 5:30 AM) : It was also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 5-6 minutes). In this attack I fell unconscious for 30 minutes. After this atack this attack attempted again after 2 hours when I tried to go some where and again I fell unconscious for 20 minutes. Medicine I am taking :-(1). Eptoin 100mg (Phenytoin Tablets I.P. 100mg)(2). Folvite Tablets (Folic Acid Tablets I.P. 5mg)(3). Cobadex Forte (Vitamin B-12, B-complex with vitamin C Capsules)Now I want to know Is it really Epilepsy or any other deses.  ######################EEG Report shows : NilCT Scan Report shows : A accidental cut mark (about 1 inch) on my top head.######################*******************************help me plz (I am filling helpless now) plz......plz....plz*******************************","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","abhimanyukumarvatsa","2009-02-18T01:50:38-05:00","**************************************************************************************************Plz send me some tips for me (read below, my problems) :-****************************************************************************************************************************************************************************************************First Attack (in 1996) : In the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 3-4 minutes) after some time everything was normal.Second Attack (in 2004) : Also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 4-5 minutes) after some time everything was normal.Third Attack (09/02/2009, 5:30 AM) : It was also in the morning when I woke-up I was trembleling (just like Epilepsy) and filling myself action-less for some time (about 5-6 minutes). In this attack I fell unconscious for 30 minutes. After this atack this attack attempted again after 2 hours when I tried to go some where and again I fell unconscious for 20 minutes. Medicine I am taking :-(1). Eptoin 100mg (Phenytoin Tablets I.P. 100mg)(2). Folvite Tablets (Folic Acid Tablets I.P. 5mg)(3). Cobadex Forte (Vitamin B-12, B-complex with vitamin C Capsules)Now I want to know Is it really Epilepsy or any other deses.  ######################EEG Report shows : NilCT Scan Report shows : A accidental cut mark (about 1 inch) on my top head.######################*******************************help me plz*******************************","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","closmum","2009-02-10T06:40:03-05:00","Hiya and many thanks for taking the time to respond xx wishing you good health in the future xx","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","closmum","2009-02-10T06:38:11-05:00","Hiya.thank you for taking the trouble to respond........... will keep you posted xx","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","kay221","2009-02-09T23:04:27-05:00","There are many triggers for seizures, one of which is stress. She might just be extremely overwhelmed which is worsening the seizures. That's what does it for me. Didn't she have an EEG that showed she was having seizures? Before I was diagnosed with epilepsy they thought I might have a mood disorder but my seizures weren't that obvious so it was harder to diagnose. I was about 15 at the time and am almost 20 now. It was the EEG that finally made the peices fall together and I'm better now. Maybe you should get a second opinion. Personally, I think that walking away from a child when s/he is having a seizure would just increase anxiety and make seizures worse. She'd probably feel more ashamed,  I know it's difficult especially at this age. At least that's how I'd feel.Possibly try a neuropsychologist. I've never been but I'm thinking that maybe the doctor could give more insight into exactly how the anxiety may be affecting her seizures and how to cope with both. I believe that there are other places for teens to talk about their experience with epilepsy. I think on the epilepsyfoundation.com there is a section for teen forums but I'm not 100% on that. Hope everything works out ok, good luck!","answer"
"Seizures: Epilepsy or Anxiety","https://www.medhelp.org/posts/Epilepsy/Seizures-Epilepsy-or-Anxiety/show/756217","sunshinedawn","2009-02-09T18:02:46-05:00","WOW!!!!I'm sorry to hear about you daughter. I know it is difficult when you don't know what is going on or how to deal with it.I didn't really think people could be so rude!!!! I have one for you!!I took my son to an e.r. because he had 4 seizures in a day and 1/2. Not like any other that he has. At this point he had not been dia. with anything. His symptoms are more like a book. I won't go into detail...long story short... I'm over reacting he is not having real seizures they are Psychogenic Seizures and he needs mental help. There was activity on the eeg but not epilepsy. He had another one in front of the dr and he said that he made his self.  Very rude Dr. that had no interest in his history or med records. Didn't even ask to see them. Nor wolud they admit him to observe what was going on. He also told me that i shouldn't go to the e.r. unless he has stopped breathing for more than 3 min!!!!  I drove for more than 2 hours to get to this Childrens Hospital.  needless to say we won't be back!!!!!!!Please keep me posted.  I am very interested in you daughter.","answer"
"I had 2 inexplaines seizers","https://www.medhelp.org/posts/Epilepsy/I-had-2-inexplaines-seizers/show/749109","dexter_kent","2009-01-30T14:25:48-05:00","I am 18 and about 4 months ago i had 2 seizers out of nowhere. I am not on andy kinds of drugs. one day i came ohome from school and i felt sick i felt hot and my head was killing me i think i had a migrain that day. i tend to have a lots of migrains and headaches. well i got home that day laid donw for a little bit and went to go watch some tv. when i was sitting on the sofa i was fixing to call someone and i just started looking at the wall. my parents said i was not responcive and i had a seizer. i woke up in the ambulance to be nocked out again. i wope up in the er. 3 hours after the first seizer i had another blackout and seizers in the er. i was put into intencive care and i had a mri cat scan and a eeg and all that good stuff done. they didnt find anything. i have been taking 500mg of dilantin every day since then. i was just wondering what some of the casuses couild be. i suffer form severe anxiety and headaches and migraines almost every day.","question"
"I had 2 inexplaines seizers","https://www.medhelp.org/posts/Epilepsy/I-had-2-inexplaines-seizers/show/749109","kay221","2009-02-09T23:29:28-05:00","I had every symptom you just described but no one was there to witness it so I wasn't diagnosed until I was about 18, I'm 20 now. Now, as far as EEGs I've been told that when there is a spike in brain activity, as long as the spike lasts for less than 3 seconds its considered to be in the ""normal"" range. I had a 24 hour EEG and my spikes were just under 3 seconds, technically ""normal"" but a little borderline, but my doctor said that as long as I feel fine then I should be ok. (Why take a higher dose if it's not needed). I had a friend who had several EEGs but she was on the borderline normal range and the seizures stopped after being medicated. It took her years.Also, what brings on the seizures? I know there are a lot of triggers and different people react differently to them. I didn't realize some of the things then but they make sense now. I couldn't watch movies because the light bothered me, I couldn't drink coffee because the caffeine was too much, hormone levels, never slept well, stress etc. Maybe recording things like that can make it easier to handle and diagnose. I just tended to avoid certain things not exactly realizing why, but it helped me. Listen to your body, it does things for a reason.Have you had any head injuries in the past? I believe that can bring on seizures.How long has this happened? You're whole life or just recently? I developed epilepsy later in life, around puberty. I have juvenile myoclonic, my seizures worsened as the years went by. If your still feeling crappy on the meds, try switching to something else. I'm on Lamictal and I feel great. I don't know about the others, but Lamictal can be used as a mood stabilizer. I used to have bad anxiety and stuff too. Either way, whatever meds you take you should take folic acid. Doctors can prescribe 1 mg or so for you. Just because a lot of epilepsy meds can cause birth defects, just incase you end up with a bun in the oven.Make sure your primary refers you to a neurologist. I write a lot, sorry this is so long! Good Luck.","answer"
"I had 2 inexplaines seizers","https://www.medhelp.org/posts/Epilepsy/I-had-2-inexplaines-seizers/show/749109","becky808","2009-02-09T16:45:29-05:00","When Drs do MRIs and EEGs they are basically ruling out what it isn't. It isn't brain damage, it isn't a tumor, they don't SEE anything that makes your seizure activity obvious to them. Although it's not a good answer as to why, it's good news for you. It's likely you could outgrown having seizures.  I had my first seizure in my early 20s. My neurologist told me that when you think about a person developing into an adult, you think about 13-16 years of age. You grow, you're done, you're an adult . When your body stops changing your brain many times hasn't started. The process of puberty in your brain often goes to your mid to late 20s. Many people have seizures when they're young and simply outgrow it. Everytime you have a seizure your brain make you a little more susceptible to having another. You want to take your medication for at least 2 years to make sure your brain has plenty of time to heal before trying to go without it. Dilatin is usually a pretty good medication with few side effects. Did the anxiety and migraines come on after you started Dilatin? If so, you should talk to your Dr about switching meds. There's no reason to live with bad side effects. There are some other seizure medications on the market that actually help anxiety and migraines. Topamax and Lamictal come to mind off hand. There are many options out there for things that would work and help you feel better.","answer"
"3yr old with Epilepsy","https://www.medhelp.org/posts/Epilepsy/3yr-old-with-Epilepsy/show/665165","alliecat_84","2008-10-23T17:27:32-04:00","My 3yr old daughter has been diagnosed with Epilepsy for about a year now. She has only had 3 episodes of seizures all up. All her seizures have been bought on by vomiting. Each episode consists of about 5-8 mini tonic seizures, each lasting less then 30seconds. Each time she has had her episodes we rush her to emergency. The last episode she had (August 2008) the ER had her hooked up to a heart monitor and noticed that in the last seizure (had 8 all together that day) her heart rate dropped down to about 20-30bpm. She has had a MRI which has come back all clear and are just waiting to see her cardiologist next month. She is currently on Epilim.My question is: Does anyone else suffering from Epilepsy have problems with their heart rate when they have a seizure?Her doctors are trying to work out three things that might trigger it...Her heart making her seize and vomit, or vomitting causing her to seize and heart rate to drop or if the seizures are causing her to vomit and heart rate to drop.","question"
